Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META
2026-03-10 14:30:00+00:00,306.3299865722656,309.1499938964844,306.3299865722656,308.0400085449219,1464919,96.83999633789062,97.56500244140625,96.76000213623047,97.11000061035156,5038429,214.0500030517578,215.64700317382812,214.0449981689453,214.4091033935547,4569076,259.9400939941406,261.7799987792969,259.9150085449219,261.30999755859375,3031430,652.5599975585938,660.2999877929688,652.5599975585938,657.4149780273438,1356095
2026-03-10 15:30:00+00:00,308.05499267578125,308.92999267578125,307.3399963378906,307.8699951171875,1224741,97.11009979248047,97.37000274658203,96.66999816894531,97.30999755859375,4592011,214.38999938964844,215.3000030517578,213.83999633789062,214.94500732421875,4080666,261.29998779296875,261.9800109863281,261.0,261.8699951171875,2380233,657.3350219726562,658.5499877929688,654.9500122070312,657.6599731445312,692090
2026-03-10 16:30:00+00:00,307.9700012207031,308.7799987792969,307.5400085449219,308.6600036621094,923530,97.30999755859375,97.45999908447266,96.87000274658203,96.87000274658203,3494341,214.97000122070312,215.64999389648438,214.7899932861328,215.36000061035156,2810818,261.8900146484375,262.4800109863281,260.82000732421875,262.20001220703125,2603212,657.7050170898438,659.8599853515625,657.219970703125,659.1998901367188,658033
2026-03-10 17:30:00+00:00,308.6499938964844,308.9800109863281,306.25,307.489990234375,1377235,96.875,97.05999755859375,96.29000091552734,96.83000183105469,4020553,215.30499267578125,215.49000549316406,213.57020568847656,214.47500610351562,3951398,262.19000244140625,262.4800109863281,260.4700012207031,261.6700134277344,3001027,659.094970703125,659.2999877929688,655.0700073242188,657.0150146484375,761714
2026-03-10 18:30:00+00:00,307.5199890136719,308.1099853515625,306.5199890136719,306.54998779296875,1422561,96.83000183105469,97.11499786376953,96.55000305175781,96.75499725341797,3130332,214.4949951171875,214.80999755859375,213.7899932861328,213.9600067138672,3316374,261.70001220703125,261.9700012207031,260.42999267578125,260.5050048828125,2377024,657.2100219726562,657.969970703125,652.780029296875,653.0850219726562,761940
2026-03-10 19:30:00+00:00,306.5400085449219,307.45001220703125,306.3699951171875,306.8699951171875,1799956,96.75499725341797,97.19930267333984,96.66999816894531,96.94000244140625,3842788,213.9499969482422,214.6300048828125,213.72000122070312,214.33999633789062,4260778,260.4700012207031,261.20001220703125,260.35009765625,260.7200012207031,3231160,653.02001953125,654.594970703125,651.9473876953125,654.0800170898438,1107999
2026-03-11 13:30:00+00:00,306.2850036621094,310.5899963378906,305.876708984375,310.55828857421875,2881243,97.38999938964844,98.0,95.75,95.95500183105469,7175884,215.88499450683594,217.0,213.05999755859375,213.6199951171875,6996036,261.2099914550781,262.1300048828125,259.54998779296875,259.9949951171875,4281023,656.3286743164062,659.1199951171875,651.3699951171875,652.7200927734375,1946141
2026-03-11 14:30:00+00:00,310.5799865722656,311.0690002441406,308.3800048828125,308.5,1375459,95.95999908447266,96.22000122070312,95.16999816894531,95.18000030517578,4145244,213.63999938964844,214.5500030517578,212.1300048828125,212.19500732421875,4864253,260.0,260.9599914550781,259.8599853515625,260.1000061035156,2604285,652.8200073242188,654.2899780273438,648.5145263671875,649.239990234375,1079024
2026-03-11 15:30:00+00:00,308.5199890136719,309.4049987792969,308.0,308.4200134277344,1024678,95.18000030517578,95.5,95.02999877929688,95.44010162353516,4428538,212.1999969482422,212.64999389648438,211.71499633789062,212.61000061035156,3775785,260.1199951171875,260.8680114746094,259.8500061035156,260.6449890136719,1954747,649.030029296875,651.4099731445312,648.3599853515625,651.2150268554688,786703
2026-03-11 16:30:00+00:00,308.3999938964844,309.25,308.3330078125,309.0299987792969,1226472,95.44000244140625,95.8499984741211,95.40010070800781,95.58999633789062,2677495,212.5800018310547,213.27000427246094,212.57000732421875,212.63999938964844,2404345,260.6199951171875,261.20001220703125,260.5,261.02508544921875,1517902,651.4000244140625,654.4400024414062,651.2780151367188,653.4600219726562,693278
2026-03-11 17:30:00+00:00,309.05999755859375,309.1000061035156,307.25,308.1000061035156,991976,95.59500122070312,95.63899993896484,94.87999725341797,95.05500030517578,2962169,212.63999938964844,212.7899932861328,211.35000610351562,212.32000732421875,2945419,261.0400085449219,261.1300048828125,259.6300048828125,260.1099853515625,1845686,653.489990234375,654.4600219726562,650.510009765625,651.8350219726562,544241
2026-03-11 18:30:00+00:00,308.1000061035156,308.4800109863281,307.05999755859375,307.7300109863281,1310573,95.05000305175781,95.23500061035156,94.80000305175781,94.86509704589844,3086649,212.29220581054688,213.3300018310547,212.29220581054688,212.7100067138672,3407192,260.1000061035156,260.3999938964844,259.80999755859375,260.1317138671875,1606862,651.8350219726562,653.8800048828125,651.8350219726562,652.4199829101562,600915
2026-03-11 19:30:00+00:00,307.7699890136719,308.6199951171875,307.510009765625,308.4100036621094,1356863,94.86499786376953,95.16000366210938,94.68499755859375,94.87999725341797,4410922,212.7100067138672,213.32000732421875,212.52999877929688,212.63999938964844,3526806,260.1400146484375,261.1000061035156,260.0400085449219,260.80999755859375,3235002,652.5150146484375,655.6099853515625,652.4600219726562,654.7000122070312,899078
2026-03-12 13:30:00+00:00,306.1549987792969,308.6400146484375,302.45001220703125,302.45001220703125,2779249,94.9260025024414,95.4000015258789,94.56999969482422,94.63500213623047,6424906,210.3300018310547,211.7100067138672,208.82000732421875,210.27000427246094,8748763,258.6400146484375,258.95001220703125,254.6699981689453,254.6699981689453,7250332,648.8200073242188,653.5,643.3300170898438,644.7899780273438,1601773
2026-03-12 14:30:00+00:00,302.4200134277344,303.25,300.8399963378906,302.04998779296875,1843007,94.62999725341797,94.98500061035156,94.41999816894531,94.78600311279297,4056839,210.25,211.1699981689453,208.14999389648438,208.64999389648438,5306810,254.66000366210938,255.7899932861328,254.35000610351562,255.35499572753906,3974410,644.75,646.6300048828125,639.4000244140625,640.4650268554688,1063627
2026-03-12 15:30:00+00:00,302.0299987792969,303.7200012207031,301.760009765625,302.760009765625,1809152,94.78500366210938,94.83499908447266,93.87000274658203,94.05000305175781,3683899,208.6199951171875,210.55999755859375,208.36000061035156,209.69000244140625,4434111,255.3300018310547,256.25,254.17999267578125,255.65780639648438,3679550,640.469970703125,643.39990234375,638.4550170898438,639.5499877929688,1027244
2026-03-12 16:30:00+00:00,302.739990234375,304.0,302.57000732421875,303.5799865722656,1168790,94.04989624023438,94.7699966430664,93.98999786376953,94.63999938964844,3945639,209.69349670410156,210.87989807128906,209.35000610351562,210.0500030517578,3898944,255.6300048828125,255.9499969482422,254.77000427246094,255.0500030517578,3104437,639.4500122070312,641.97998046875,638.780029296875,639.5499877929688,816303
2026-03-12 17:30:00+00:00,303.5799865722656,304.4703063964844,302.79998779296875,304.3320007324219,1341099,94.63500213623047,95.04000091552734,94.49500274658203,94.86009979248047,2795702,210.05999755859375,210.61000061035156,209.37989807128906,209.70899963378906,2901225,255.04010009765625,255.67999267578125,254.80999755859375,255.39500427246094,2746542,639.5250244140625,641.5700073242188,636.9000244140625,639.3599853515625,870759
2026-03-12 18:30:00+00:00,304.30999755859375,304.7900085449219,303.67999267578125,304.57000732421875,1163167,94.86000061035156,95.08999633789062,94.6449966430664,94.74009704589844,2881318,209.69000244140625,209.88999938964844,208.80499267578125,209.7899932861328,3378580,255.3699951171875,256.25,254.88999938964844,256.0899963378906,3162742,639.239990234375,639.6199951171875,637.7899780273438,639.0599975585938,914869
2026-03-12 19:30:00+00:00,304.6199951171875,304.7449951171875,303.1000061035156,303.17999267578125,1447393,94.73999786376953,94.83999633789062,94.11000061035156,94.31999969482422,4272358,209.79989624023438,210.25509643554688,209.31500244140625,209.52000427246094,4801456,256.09991455078125,256.2051086425781,254.97000122070312,255.75,4532523,639.1400146484375,639.7399291992188,637.52001953125,638.1599731445312,1622261
2026-03-13 13:30:00+00:00,307.0,307.239990234375,303.9599914550781,305.8500061035156,2011465,94.55000305175781,95.67970275878906,94.4000015258789,95.22000122070312,3718216,209.39999389648438,210.55999755859375,207.60000610351562,209.5399932861328,5344637,255.39999389648438,256.3299865722656,254.83999633789062,255.85000610351562,3335361,623.27001953125,626.489990234375,617.6699829101562,625.9500122070312,4419510
